"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://sanatkaravani.com/wp-content/uploads/2022/03/unnamed-min-1-20x16.jpg","image/jpeg","200","OK","Indexable","","","76","","https://sanatkaravani.com/wp-content/uploads/2022/03/unnamed-min-1-20x16.jpg"
"https://sanatkaravani.com/wp-content/uploads/2021/11/SCF387-teaser-story-big-min-20x16.jpg","image/jpeg","200","OK","Indexable","","","90","","https://sanatkaravani.com/wp-content/uploads/2021/11/SCF387-teaser-story-big-min-20x16.jpg"
"https://sanatkaravani.com/wp-includes/js/underscore.min.js?ver=1.13.7","text/javascript","200","OK","Indexable","","","69","","https://sanatkaravani.com/wp-includes/js/underscore.min.js?ver=1.13.7"
"https://sanatkaravani.com/wp-content/uploads/2022/04/Only-Lovers-Left-Alive-227-min-min-20x20.jpg","image/jpeg","200","OK","Indexable","","","97","","https://sanatkaravani.com/wp-content/uploads/2022/04/Only-Lovers-Left-Alive-227-min-min-20x20.jpg"
"https://sanatkaravani.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1","text/javascript","200","OK","Indexable","","","71","","https://sanatkaravani.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1"
"https://sanatkaravani.com/wp-content/uploads/2022/02/peyami-safanin-hayati-620x375-1-20x12.jpg","image/jpeg","200","OK","Indexable","","","94","","https://sanatkaravani.com/wp-content/uploads/2022/02/peyami-safanin-hayati-620x375-1-20x12.jpg"
"https://sanatkaravani.com/author/ahuakkaya/","text/html; charset=UTF-8","200","OK","Indexable","","e447fff2df372d9a74e05f0ca8721e0b","43","https://sanatkaravani.com/author/ahuakkaya/","https://sanatkaravani.com/author/ahuakkaya/"
"https://sanatkaravani.com/category/heykel/","text/html; charset=UTF-8","200","OK","Indexable","","86ff9834227a0c236d1cf5cf9c425cc4","42","https://sanatkaravani.com/category/heykel/","https://sanatkaravani.com/category/heykel/"
"https://sanatkaravani.com/wp-content/uploads/2022/05/sabine-weiss-a-life-as-a-photographer-exibart-street-photography-00-1038x733-min-20x20.jpg","image/jpeg","200","OK","Indexable","","","143","","https://sanatkaravani.com/wp-content/uploads/2022/05/sabine-weiss-a-life-as-a-photographer-exibart-street-photography-00-1038x733-min-20x20.jpg"
"https://sanatkaravani.com/wp-content/uploads/2022/07/IMG_1079-min-20x20.jpg","image/jpeg","200","OK","Indexable","","","75","","https://sanatkaravani.com/wp-content/uploads/2022/07/IMG_1079-min-20x20.jpg"
"https://sanatkaravani.com/wp-content/uploads/2022/05/sabine-weiss-a-life-as-a-photographer-exibart-street-photography-00-1038x733-min-20x16.jpg","image/jpeg","200","OK","Indexable","","","143","","https://sanatkaravani.com/wp-content/uploads/2022/05/sabine-weiss-a-life-as-a-photographer-exibart-street-photography-00-1038x733-min-20x16.jpg"
"https://sanatkaravani.com/2021-siena-uluslararasi-fotograf-yarismasi-kazananlari/","text/html; charset=UTF-8","200","OK","Indexable","","7ae73e8475d0e88fc4573e7fc522c785","81","https://sanatkaravani.com/2021-siena-uluslararasi-fotograf-yarismasi-kazananlari/","https://sanatkaravani.com/2021-siena-uluslararasi-fotograf-yarismasi-kazananlari/"
"https://sanatkaravani.com/wp-content/uploads/2021/07/CIGDEM-2-20x16.jpg","image/jpeg","200","OK","Indexable","","","71","","https://sanatkaravani.com/wp-content/uploads/2021/07/CIGDEM-2-20x16.jpg"
"https://sanatkaravani.com/wp-content/uploads/2022/03/stille-im-auto-bild-1-20x12.jpg","image/jpeg","200","OK","Indexable","","","84","","https://sanatkaravani.com/wp-content/uploads/2022/03/stille-im-auto-bild-1-20x12.jpg"
"https://sanatkaravani.com/wp-content/themes/theissue/assets/css/app-woocommerce.css?ver=1.6.9","text/css","200","OK","Indexable","","","93","","https://sanatkaravani.com/wp-content/themes/theissue/assets/css/app-woocommerce.css?ver=1.6.9"
"https://sanatkaravani.com/wp-content/uploads/2022/07/IMG_1079-min-20x19.jpg","image/jpeg","200","OK","Indexable","","","75","","https://sanatkaravani.com/wp-content/uploads/2022/07/IMG_1079-min-20x19.jpg"
"https://sanatkaravani.com/geride-kalanlarin-yolculugu-drive-my-car/","text/html; charset=UTF-8","200","OK","Indexable","","2cab071d87851fa4d98439b1541e35f3","67","https://sanatkaravani.com/geride-kalanlarin-yolculugu-drive-my-car/","https://sanatkaravani.com/geride-kalanlarin-yolculugu-drive-my-car/"
"https://sanatkaravani.com/wp-content/uploads/2022/10/suleymaniye-1-1-20x19.jpg","image/jpeg","200","OK","Indexable","","","78","","https://sanatkaravani.com/wp-content/uploads/2022/10/suleymaniye-1-1-20x19.jpg"
"https://sanatkaravani.com/author/figencelebi/","text/html; charset=UTF-8","200","OK","Indexable","","cc29e4cfba80cfc9611e3c0f7b59cd37","45","https://sanatkaravani.com/author/figencelebi/","https://sanatkaravani.com/author/figencelebi/"
"https://sanatkaravani.com/wp-content/uploads/2022/10/suleymaniye-1-1-20x20.jpg","image/jpeg","200","OK","Indexable","","","78","","https://sanatkaravani.com/wp-content/uploads/2022/10/suleymaniye-1-1-20x20.jpg"
"https://sanatkaravani.com/wp-content/uploads/2021/12/zebercet-intihar-min-20x16.jpg","image/jpeg","200","OK","Indexable","","","83","","https://sanatkaravani.com/wp-content/uploads/2021/12/zebercet-intihar-min-20x16.jpg"
"https://sanatkaravani.com/wp-content/uploads/2021/08/80-abba-20x16.jpg","image/jpeg","200","OK","Indexable","","","70","","https://sanatkaravani.com/wp-content/uploads/2021/08/80-abba-20x16.jpg"
"https://sanatkaravani.com/wp-content/uploads/2022/04/Gece-Yarisi-Kutuphanesi-1-20x16.jpg","image/jpeg","200","OK","Indexable","","","88","","https://sanatkaravani.com/wp-content/uploads/2022/04/Gece-Yarisi-Kutuphanesi-1-20x16.jpg"
"https://sanatkaravani.com/yasama-istegi-uzerine-matt-haig/","text/html; charset=UTF-8","200","OK","Indexable","","ad4f9cc0d015fe53a18a3e2212c782d","58","https://sanatkaravani.com/yasama-istegi-uzerine-matt-haig/","https://sanatkaravani.com/yasama-istegi-uzerine-matt-haig/"
"https://sanatkaravani.com/wp-content/themes/theissue/assets/css/app.css?ver=1.6.9","text/css","200","OK","Indexable","","","81","","https://sanatkaravani.com/wp-content/themes/theissue/assets/css/app.css?ver=1.6.9"
"https://sanatkaravani.com/70ler-80ler-ve-90larin-populer-yabanci-sarkilari/","text/html; charset=UTF-8","200","OK","Indexable","","2665383f0a02aa35c45a4f96419085b3","75","https://sanatkaravani.com/70ler-80ler-ve-90larin-populer-yabanci-sarkilari/","https://sanatkaravani.com/70ler-80ler-ve-90larin-populer-yabanci-sarkilari/"
"https://sanatkaravani.com/wp-content/uploads/2021/09/eddie-vedder-pearl-jam-1994-u-billboard-1548-compressed-min-20x16.jpg","image/jpeg","200","OK","Indexable","","","122","","https://sanatkaravani.com/wp-content/uploads/2021/09/eddie-vedder-pearl-jam-1994-u-billboard-1548-compressed-min-20x16.jpg"
"https://sanatkaravani.com/author/kubragaburga/","text/html; charset=UTF-8","200","OK","Indexable","","cea65faf62fc29e89f68e1b308e16c76","46","https://sanatkaravani.com/author/kubragaburga/","https://sanatkaravani.com/author/kubragaburga/"
"https://sanatkaravani.com/italyan-yeni-gercekciliginde-bir-fotografci-mario-de-biasi/","text/html; charset=UTF-8","200","OK","Indexable","","b59742ef3ecd8c040a505d9aaab4f2a6","85","https://sanatkaravani.com/italyan-yeni-gercekciliginde-bir-fotografci-mario-de-biasi/","https://sanatkaravani.com/italyan-yeni-gercekciliginde-bir-fotografci-mario-de-biasi/"
"https://sanatkaravani.com/wp-content/uploads/2021/10/the-strumbellas-bandana-photo-photo-credit-josh-goldman-1-20x16.jpg","image/jpeg","200","OK","Indexable","","","120","","https://sanatkaravani.com/wp-content/uploads/2021/10/the-strumbellas-bandana-photo-photo-credit-josh-goldman-1-20x16.jpg"
"https://sanatkaravani.com/gonul-ehli-bir-grunger-dervis-eddie-vedder/","text/html; charset=UTF-8","200","OK","Indexable","","61e41dcbc51de1b55b52e97ccbcf9be2","69","https://sanatkaravani.com/gonul-ehli-bir-grunger-dervis-eddie-vedder/","https://sanatkaravani.com/gonul-ehli-bir-grunger-dervis-eddie-vedder/"
"https://sanatkaravani.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.11.0","text/css","200","OK","Indexable","","","98","","https://sanatkaravani.com/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.11.0"
"https://sanatkaravani.com/wp-content/uploads/2021/10/Lq3PaQMOrM9Cm1qr8ZNceGs30oaM2kaW-20x16.jpg","image/jpeg","200","OK","Indexable","","","95","","https://sanatkaravani.com/wp-content/uploads/2021/10/Lq3PaQMOrM9Cm1qr8ZNceGs30oaM2kaW-20x16.jpg"
"https://sanatkaravani.com/wp-includes/css/dist/block-library/style.min.css?ver=91f010410cd89bdebc1b6ea801847c8d","text/css","200","OK","Indexable","","","111","","https://sanatkaravani.com/wp-includes/css/dist/block-library/style.min.css?ver=91f010410cd89bdebc1b6ea801847c8d"
"https://sanatkaravani.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1","text/javascript","200","OK","Indexable","","","79","","https://sanatkaravani.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1"
"https://sanatkaravani.com/wp-content/themes/theissue/assets/js/app.min.js?ver=1.6.9","text/javascript","200","OK","Indexable","","","83","","https://sanatkaravani.com/wp-content/themes/theissue/assets/js/app.min.js?ver=1.6.9"
"https://sanatkaravani.com/author/aylinasar/","text/html; charset=UTF-8","200","OK","Indexable","","459a81564d31f9d428125da66d4edd32","43","https://sanatkaravani.com/author/aylinasar/","https://sanatkaravani.com/author/aylinasar/"
"https://sanatkaravani.com/humanist-fotografciligin-yaratici-kadini-sabine-weiss/","text/html; charset=UTF-8","200","OK","Indexable","","80b7614a3293c1fced970099b8ee4028","80","https://sanatkaravani.com/humanist-fotografciligin-yaratici-kadini-sabine-weiss/","https://sanatkaravani.com/humanist-fotografciligin-yaratici-kadini-sabine-weiss/"
"https://sanatkaravani.com/buyulu-gercekligin-pesinde-bir-yazar-mo-yan/","text/html; charset=UTF-8","200","OK","Indexable","","64047dbf542b36dba5ef5d443fc1521f","70","https://sanatkaravani.com/buyulu-gercekligin-pesinde-bir-yazar-mo-yan/","https://sanatkaravani.com/buyulu-gercekligin-pesinde-bir-yazar-mo-yan/"
"https://sanatkaravani.com/category/edebiyat/","text/html; charset=UTF-8","200","OK","Indexable","","ed5c0df65c1e71e0d52780053ce77a60","44","https://sanatkaravani.com/category/edebiyat/","https://sanatkaravani.com/category/edebiyat/"
"https://sanatkaravani.com/zebercet-ya-da-modern-dekadansin-oykusu/","text/html; charset=UTF-8","200","OK","Indexable","","34bc52c6c5477b195c4ab9a1531f06f1","66","https://sanatkaravani.com/zebercet-ya-da-modern-dekadansin-oykusu/","https://sanatkaravani.com/zebercet-ya-da-modern-dekadansin-oykusu/"
"https://sanatkaravani.com/yalnizlik-varolussaldir-peyami-safa/","text/html; charset=UTF-8","200","OK","Indexable","","d64d858304abe883b7e9dbb8314f3687","62","https://sanatkaravani.com/yalnizlik-varolussaldir-peyami-safa/","https://sanatkaravani.com/yalnizlik-varolussaldir-peyami-safa/"
"https://sanatkaravani.com/alternatif-bagimsiz-sarki-listesi/","text/html; charset=UTF-8","200","OK","Indexable","","ce126fc67f8c189ede7337364b62fd39","60","https://sanatkaravani.com/alternatif-bagimsiz-sarki-listesi/","https://sanatkaravani.com/alternatif-bagimsiz-sarki-listesi/"
"https://sanatkaravani.com/modern-dunyada-vampir-olmak-yalniz-asiklar-hayatta-kalir/","text/html; charset=UTF-8","200","OK","Indexable","","7600599c1cf4b1e24cff913630246b6f","83","https://sanatkaravani.com/modern-dunyada-vampir-olmak-yalniz-asiklar-hayatta-kalir/","https://sanatkaravani.com/modern-dunyada-vampir-olmak-yalniz-asiklar-hayatta-kalir/"
"https://sanatkaravani.com/author/lidya/","text/html; charset=UTF-8","200","OK","Indexable","","4066dde9d6f7bd36b1d925a5bd1b73e8","39","https://sanatkaravani.com/author/lidya/","https://sanatkaravani.com/author/lidya/"
"https://sanatkaravani.com/wp-content/uploads/2022/08/yeni-20x19.jpg","image/jpeg","200","OK","Indexable","","","67","","https://sanatkaravani.com/wp-content/uploads/2022/08/yeni-20x19.jpg"
"https://sanatkaravani.com/author/sevilates/","text/html; charset=UTF-8","200","OK","Indexable","","70f8737386ac18b6be180efb2df3ab5a","43","https://sanatkaravani.com/author/sevilates/","https://sanatkaravani.com/author/sevilates/"
"https://sanatkaravani.com/category/seyahat/","text/html; charset=UTF-8","200","OK","Indexable","","db001c48fb5928dcfce720095a054aac","43","https://sanatkaravani.com/category/seyahat/","https://sanatkaravani.com/category/seyahat/"
"https://sanatkaravani.com/savasin-ve-yikimlarin-ortasinda-bir-fotografci-dmitri-kessel/","text/html; charset=UTF-8","200","OK","Indexable","","f87801c47ca9081d1943e3f2e351d354","87","https://sanatkaravani.com/savasin-ve-yikimlarin-ortasinda-bir-fotografci-dmitri-kessel/","https://sanatkaravani.com/savasin-ve-yikimlarin-ortasinda-bir-fotografci-dmitri-kessel/"
"https://sanatkaravani.com/wp-content/uploads/2022/07/IMG_1079-min-20x16.jpg","image/jpeg","200","OK","Indexable","","","75","","https://sanatkaravani.com/wp-content/uploads/2022/07/IMG_1079-min-20x16.jpg"
"https://sanatkaravani.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.8.1","text/javascript","200","OK","Indexable","","","104","","https://sanatkaravani.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.8.1"
"https://sanatkaravani.com/wp-content/uploads/2021/08/256890-1F622095G910-1-20x15.jpg","image/jpeg","200","OK","Indexable","","","84","","https://sanatkaravani.com/wp-content/uploads/2021/08/256890-1F622095G910-1-20x15.jpg"
"https://sanatkaravani.com/yazarlik-basvurusu/","text/html; charset=UTF-8","200","OK","Indexable","","e9c9eece19769b59133a5bde610dec01","45","https://sanatkaravani.com/yazarlik-basvurusu/","https://sanatkaravani.com/yazarlik-basvurusu/"
